productID,product_name,brandID,original_price,discount,price,discount_percent,rating,review_count,quantity_sold,shopID,dateID
174067758,Điện Thoại Samsung Galaxy A53 5G (8GB/128GB) - Hàng Chính Hãng,18802,9600000,1803000,7797000,19,0,0,0,11119,1559
174422886,Điện Thoại Samsung A33 5G 6GB/128GB - Hàng Chính Hãng,18802,6800000,0,6800000,0,0,0,0,11119,1564
174589577,Điện thoại Samsung Galaxy S22 Ultra 5G (12GB/256GB) - Hàng Chính Hãng,18802,32782000,0,32782000,0,5,1,1,261128,1566
174598949,Điện thoại Samsung Galaxy S22 Plus 5G (8GB/128GB) - Hàng Chính Hãng,18802,24912000,0,24912000,0,5,5,7,261128,1565
174599533,Điện thoại Samsung Galaxy S22 Plus 5G (8GB/256GB) - Hàng Chính Hãng,18802,26223000,0,26223000,0,5,9,19,261128,1564
174630782,Điện Thoại Samsung A23 4GB/128GB - Hàng Chính Hãng,18802,5263000,663000,4600000,13,5,1,1,11119,1566
174649410,Điện Thoại OPPO A76 (6GB/128GB) - Hàng Chính Hãng,25643,5436000,0,5436000,0,0,0,0,11119,1565
175147005,Điện thoại Samsung Galaxy A33 5G (6GB/128GB) - Hàng chính hãng,18802,7000000,0,7000000,0,0,0,0,11119,1566
175845367,Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,18802,13990000,5700000,8290000,41,4.7,109,321,1,1569
175967811,Điện Thoại Samsung Galaxy S20 FE 256GB | 8GB - Hàng Chính Hãng,18802,9950000,0,9950000,0,4.7,185,443,261128,1576
176036536,Điện Thoại OPPO RENO7 4G (8GB/128GB) - Hàng Chính Hãng,25643,7490000,1100000,6390000,15,0,0,1,213861,1571
176438844,Điện thoại Xiaomi REDMI 9A (2+32) Xanh lá - Hàng chính hãng (chỉ giao HN và một số khu vực),25422,2088000,0,2088000,0,0,0,0,11119,1572
176438846,Điện thoại Xiaomi REDMI 9C (3+64) Xám - Hàng chính hãng (chỉ giao HN và một số khu vực),25422,2568000,0,2568000,0,0,0,0,11119,1572
176438848,Điện thoại OPPO CPH2375 - A76 Xanh Thời Thượng - Hàng chính hãng (chỉ giao HN và một số khu vực),25643,5436000,0,5436000,0,0,0,0,11119,1572
176438850,Điện thoại OPPO CPH2349 - A16k Đen bí ẩn - Hàng chính hãng (chỉ giao HN và một số khu vực),25643,2836000,0,2836000,0,0,0,0,11119,1572
